Skills,Interest,Personality,Education_Level,Recommended_Career
C++; DSA,Web Development,Social,PG,Software Engineer
AWS; Cloud,Marketing,Analytical,PG,Cloud Engineer
HTML; CSS; JavaScript,Programming,Logical,PG,Web Developer
Python; ML Algorithms,App Development,Analytical,PG,ML Engineer
Python; SQL; PowerBI,Machine Learning,Analytical,PG,Data Scientist
Google Ads; Analytics,Data Analysis,Logical,PG,Digital Marketer
Photoshop; Illustrator,Cloud Computing,Creative,UG,UI/UX Designer
Python; ML Algorithms,Cloud Computing,Logical,Diploma,ML Engineer
React Native; JavaScript,Designing,Social,UG,Mobile App Developer
Git; GitHub,Mobile Development,Social,PG,Software Engineer
Python; ML Algorithms,App Development,Logical,UG,ML Engineer
React Native; JavaScript,Marketing,Creative,Diploma,Mobile App Developer
Java; Spring,Cloud Computing,Analytical,Diploma,Software Engineer
AWS; Cloud,DevOps,Social,Diploma,Cloud Engineer
Google Ads; Analytics,Designing,Analytical,Diploma,Digital Marketer
Flutter; Dart,Web Development,Logical,PG,Mobile App Developer
Statistics; Python,DevOps,Logical,Diploma,Data Scientist
AWS; Cloud,Web Development,Logical,UG,Cloud Engineer
PyTorch; Neural Networks,Marketing,Analytical,UG,ML Engineer
Figma; Prototyping,Cloud Computing,Analytical,PG,UI/UX Designer
Android; Kotlin,Marketing,Creative,PG,Android Developer
PyTorch; Neural Networks,Designing,Creative,Diploma,ML Engineer
Android; Flutter,Marketing,Logical,Diploma,Mobile App Developer
AWS; Cloud,Data Analysis,Analytical,Diploma,Cloud Engineer
Android; Flutter,Cloud Computing,Creative,PG,Mobile App Developer
CI/CD; Jenkins,Machine Learning,Analytical,UG,DevOps Engineer
NextJS; JavaScript,Programming,Social,PG,Web Developer
SEO; Content Writing,Marketing,Analytical,UG,Digital Marketer
Wireframing; User Research,DevOps,Analytical,UG,UI/UX Designer
Android Studio; Kotlin,Programming,Social,UG,Android Developer
NextJS; JavaScript,Programming,Social,PG,Web Developer
Social Media Marketing,Data Analysis,Analytical,PG,Digital Marketer
CI/CD; Jenkins,Marketing,Analytical,PG,DevOps Engineer
Docker; Kubernetes,Machine Learning,Creative,Diploma,DevOps Engineer
Java; Spring,DevOps,Creative,UG,Software Engineer
Statistics; Python,Designing,Creative,PG,Data Scientist
Android; Flutter,Mobile Development,Analytical,UG,Mobile App Developer
GCP; Cloud Architecture,App Development,Analytical,PG,Cloud Engineer
GCP; Cloud Architecture,DevOps,Social,UG,Cloud Engineer
Photoshop; Illustrator,Machine Learning,Analytical,Diploma,UI/UX Designer
Azure; Cloud Security,Designing,Creative,PG,Cloud Engineer
Azure; Cloud Security,Data Analysis,Social,Diploma,Cloud Engineer
Android Studio; Kotlin,Web Development,Creative,UG,Android Developer
PyTorch; Neural Networks,Cloud Computing,Social,PG,ML Engineer
React; NodeJS,Mobile Development,Creative,Diploma,Web Developer
Figma; Prototyping,Data Analysis,Logical,UG,UI/UX Designer
React; NodeJS,Cloud Computing,Analytical,PG,Web Developer
Wireframing; User Research,Machine Learning,Social,UG,UI/UX Designer
Linux; Bash; DevOps,Mobile Development,Logical,Diploma,DevOps Engineer
MERN Stack,App Development,Logical,UG,Web Developer
Java; Spring,DevOps,Analytical,PG,Software Engineer
Google Ads; Analytics,Mobile Development,Logical,Diploma,Digital Marketer
Java; Android,DevOps,Analytical,PG,Android Developer
Docker; Kubernetes,DevOps,Analytical,UG,DevOps Engineer
AWS; Cloud,Designing,Logical,PG,Cloud Engineer
Java; Android,Mobile Development,Creative,UG,Android Developer
Email Marketing; Branding,Machine Learning,Creative,Diploma,Digital Marketer
Photoshop; Illustrator,Machine Learning,Social,UG,UI/UX Designer
Android Studio; Kotlin,Web Development,Social,UG,Android Developer
Deep Learning; Python,Designing,Creative,Diploma,ML Engineer
GCP; Cloud Architecture,Machine Learning,Logical,Diploma,Cloud Engineer
Photoshop; Illustrator,Cloud Computing,Analytical,PG,UI/UX Designer
AWS; Cloud,Marketing,Logical,Diploma,Cloud Engineer
Google Ads; Analytics,DevOps,Analytical,Diploma,Digital Marketer
Wireframing; User Research,Programming,Creative,UG,UI/UX Designer
Android Studio; Kotlin,DevOps,Logical,UG,Android Developer
GCP; Cloud Architecture,Marketing,Analytical,PG,Cloud Engineer
Python; OOP,Marketing,Logical,Diploma,Software Engineer
HTML; CSS; JavaScript,Marketing,Creative,Diploma,Web Developer
Python; ML Algorithms,Marketing,Creative,UG,ML Engineer
Python; ML Algorithms,DevOps,Social,Diploma,ML Engineer
Azure; Cloud Security,Web Development,Social,PG,Cloud Engineer
Linux; Bash; DevOps,Cloud Computing,Logical,PG,DevOps Engineer
C++; DSA,Data Analysis,Analytical,UG,Software Engineer
Wireframing; User Research,Web Development,Social,UG,UI/UX Designer
Python; ML Algorithms,DevOps,Logical,UG,ML Engineer
Social Media Marketing,Data Analysis,Logical,UG,Digital Marketer
Email Marketing; Branding,Mobile Development,Creative,PG,Digital Marketer
Docker; Kubernetes,Programming,Creative,UG,DevOps Engineer
TensorFlow; Python,Web Development,Analytical,Diploma,ML Engineer
Docker; Kubernetes,Marketing,Logical,UG,DevOps Engineer
Android; Kotlin,Marketing,Logical,UG,Android Developer
CI/CD; Jenkins,Web Development,Logical,PG,DevOps Engineer
Flutter; Dart,Web Development,Analytical,Diploma,Mobile App Developer
Python; ML Algorithms,Cloud Computing,Creative,Diploma,ML Engineer
Azure; Cloud Security,Data Analysis,Social,UG,Cloud Engineer
SEO; Content Writing,Cloud Computing,Social,PG,Digital Marketer
Python; OOP,Machine Learning,Social,Diploma,Software Engineer
Java; Android,Programming,Logical,UG,Android Developer
Git; GitHub,Data Analysis,Social,PG,Software Engineer
Azure; Cloud Security,App Development,Social,PG,Cloud Engineer
MERN Stack,Designing,Logical,UG,Web Developer
Statistics; Python,Machine Learning,Social,UG,Data Scientist
Docker; Kubernetes,Designing,Social,Diploma,DevOps Engineer
Social Media Marketing,DevOps,Social,PG,Digital Marketer
Docker; Kubernetes,Data Analysis,Logical,Diploma,DevOps Engineer
Android Studio; Kotlin,Designing,Social,Diploma,Android Developer
Java; Android,Mobile Development,Logical,PG,Android Developer
React Native; JavaScript,Designing,Logical,UG,Mobile App Developer
Git; GitHub,Cloud Computing,Logical,PG,Software Engineer
CI/CD; Jenkins,Cloud Computing,Social,PG,DevOps Engineer
React; NodeJS,DevOps,Creative,Diploma,Web Developer
Flutter; Dart,App Development,Creative,UG,Mobile App Developer
CI/CD; Jenkins,DevOps,Logical,PG,DevOps Engineer
Statistics; Python,Cloud Computing,Logical,UG,Data Scientist
Wireframing; User Research,Web Development,Analytical,Diploma,UI/UX Designer
Canva; UI Design,Web Development,Analytical,Diploma,UI/UX Designer
TensorFlow; Python,Cloud Computing,Creative,UG,ML Engineer
AWS; Cloud,Cloud Computing,Logical,PG,Cloud Engineer
Python; ML Algorithms,DevOps,Social,Diploma,ML Engineer
Python; Pandas; NumPy,Mobile Development,Analytical,UG,Data Scientist
PyTorch; Neural Networks,Mobile Development,Analytical,Diploma,ML Engineer
MERN Stack,Machine Learning,Creative,UG,Web Developer
Statistics; Python,Web Development,Analytical,PG,Data Scientist
C++; DSA,Designing,Creative,PG,Software Engineer
Java; Spring,Designing,Social,Diploma,Software Engineer
Java; Android,Marketing,Creative,PG,Android Developer
PyTorch; Neural Networks,App Development,Creative,PG,ML Engineer
HTML; CSS; JavaScript,Designing,Social,Diploma,Web Developer
Python; SQL; PowerBI,Cloud Computing,Logical,Diploma,Data Scientist
React Native; JavaScript,Machine Learning,Logical,UG,Mobile App Developer
Java; Spring,Designing,Social,UG,Software Engineer
MERN Stack,Machine Learning,Analytical,PG,Web Developer
PyTorch; Neural Networks,DevOps,Creative,UG,ML Engineer
React; NodeJS,App Development,Creative,Diploma,Web Developer
Python; ML Algorithms,Marketing,Creative,PG,ML Engineer
Android Studio; Kotlin,Web Development,Creative,PG,Android Developer
Java; Android,Cloud Computing,Analytical,PG,Android Developer
Wireframing; User Research,Designing,Analytical,Diploma,UI/UX Designer
Java; Android,DevOps,Social,UG,Android Developer
Email Marketing; Branding,Marketing,Logical,UG,Digital Marketer
MERN Stack,Designing,Social,Diploma,Web Developer
Flutter; Dart,Designing,Logical,UG,Mobile App Developer
Statistics; Python,Marketing,Analytical,Diploma,Data Scientist
Photoshop; Illustrator,Machine Learning,Logical,Diploma,UI/UX Designer
Python; SQL; PowerBI,Marketing,Logical,UG,Data Scientist
Linux; Bash; DevOps,Web Development,Logical,UG,DevOps Engineer
Canva; UI Design,Cloud Computing,Analytical,PG,UI/UX Designer
MERN Stack,Data Analysis,Creative,UG,Web Developer
Python; SQL; PowerBI,Cloud Computing,Social,UG,Data Scientist
PyTorch; Neural Networks,Machine Learning,Analytical,UG,ML Engineer
Java; Android,App Development,Social,PG,Android Developer
Android Studio; Kotlin,Machine Learning,Creative,PG,Android Developer
Figma; Prototyping,Designing,Creative,UG,UI/UX Designer
React Native; JavaScript,Data Analysis,Logical,UG,Mobile App Developer
MERN Stack,Mobile Development,Analytical,Diploma,Web Developer
NextJS; JavaScript,App Development,Logical,PG,Web Developer
Flutter; Dart,Data Analysis,Logical,UG,Mobile App Developer
MERN Stack,Web Development,Social,PG,Web Developer
Android; Flutter,App Development,Analytical,Diploma,Mobile App Developer
Android; Flutter,Programming,Social,Diploma,Mobile App Developer
Git; GitHub,Data Analysis,Creative,PG,Software Engineer
SEO; Content Writing,App Development,Analytical,Diploma,Digital Marketer
Java; Spring,Web Development,Logical,PG,Software Engineer
Android; Kotlin,App Development,Creative,UG,Android Developer
CI/CD; Jenkins,DevOps,Logical,Diploma,DevOps Engineer
Flutter; Dart,Machine Learning,Social,UG,Mobile App Developer
Canva; UI Design,Marketing,Logical,UG,UI/UX Designer
Android; Kotlin,App Development,Analytical,UG,Android Developer
CI/CD; Jenkins,Marketing,Logical,PG,DevOps Engineer
SEO; Content Writing,Marketing,Creative,PG,Digital Marketer
Java; Spring,Designing,Creative,Diploma,Software Engineer
C++; DSA,DevOps,Analytical,PG,Software Engineer
Python; ML Algorithms,Designing,Logical,Diploma,ML Engineer
React; NodeJS,Programming,Analytical,Diploma,Web Developer
Python; Data Analysis,Designing,Analytical,UG,Data Scientist
Flutter; Dart,DevOps,Analytical,UG,Mobile App Developer
Wireframing; User Research,DevOps,Analytical,UG,UI/UX Designer
React Native; JavaScript,Marketing,Analytical,Diploma,Mobile App Developer
Python; Pandas; NumPy,Web Development,Analytical,UG,Data Scientist
Email Marketing; Branding,DevOps,Logical,Diploma,Digital Marketer
Canva; UI Design,Mobile Development,Analytical,Diploma,UI/UX Designer
Python; OOP,Web Development,Social,UG,Software Engineer
Wireframing; User Research,Cloud Computing,Creative,PG,UI/UX Designer
AWS; Cloud,Data Analysis,Logical,PG,Cloud Engineer
Canva; UI Design,DevOps,Social,PG,UI/UX Designer
Java; Android,Data Analysis,Creative,PG,Android Developer
Google Ads; Analytics,Data Analysis,Social,PG,Digital Marketer
Java; Android,DevOps,Creative,PG,Android Developer
Flutter; Dart,DevOps,Creative,UG,Mobile App Developer
Deep Learning; Python,DevOps,Social,Diploma,ML Engineer
Android; Kotlin,Data Analysis,Logical,UG,Android Developer
Flutter; Dart,Programming,Creative,Diploma,Mobile App Developer
TensorFlow; Python,Mobile Development,Creative,UG,ML Engineer
MERN Stack,Machine Learning,Analytical,UG,Web Developer
Google Ads; Analytics,Designing,Social,PG,Digital Marketer
MERN Stack,DevOps,Analytical,PG,Web Developer
C++; DSA,Mobile Development,Logical,PG,Software Engineer
Python; OOP,Data Analysis,Social,Diploma,Software Engineer
Python; Data Analysis,Web Development,Analytical,UG,Data Scientist
Android; Kotlin,Mobile Development,Creative,Diploma,Android Developer
SEO; Content Writing,Web Development,Social,UG,Digital Marketer
Deep Learning; Python,Web Development,Analytical,PG,ML Engineer
Java; Spring,Data Analysis,Logical,PG,Software Engineer
TensorFlow; Python,Cloud Computing,Analytical,Diploma,ML Engineer
C++; DSA,Programming,Logical,PG,Software Engineer
GCP; Cloud Architecture,Data Analysis,Creative,UG,Cloud Engineer
Android; Kotlin,Programming,Logical,UG,Android Developer
NextJS; JavaScript,Programming,Logical,PG,Web Developer
AWS; Cloud,Designing,Social,Diploma,Cloud Engineer
SEO; Content Writing,Marketing,Logical,UG,Digital Marketer
MERN Stack,Marketing,Creative,Diploma,Web Developer
PyTorch; Neural Networks,Web Development,Creative,Diploma,ML Engineer
GCP; Cloud Architecture,Machine Learning,Social,PG,Cloud Engineer
React Native; JavaScript,Web Development,Social,PG,Mobile App Developer
Android; Kotlin,Data Analysis,Logical,Diploma,Android Developer
C++; DSA,Machine Learning,Analytical,PG,Software Engineer
Android; Flutter,Mobile Development,Logical,Diploma,Mobile App Developer
NextJS; JavaScript,DevOps,Logical,Diploma,Web Developer
MERN Stack,Machine Learning,Analytical,Diploma,Web Developer
Flutter; Dart,Mobile Development,Social,Diploma,Mobile App Developer
HTML; CSS; JavaScript,Web Development,Logical,PG,Web Developer
AWS; Cloud,Cloud Computing,Creative,PG,Cloud Engineer
SEO; Content Writing,Web Development,Logical,Diploma,Digital Marketer
Python; ML Algorithms,Marketing,Creative,PG,ML Engineer
Wireframing; User Research,Mobile Development,Social,PG,UI/UX Designer
Email Marketing; Branding,Designing,Analytical,PG,Digital Marketer
NextJS; JavaScript,Cloud Computing,Social,Diploma,Web Developer
Flutter; Dart,Programming,Logical,UG,Mobile App Developer
Docker; Kubernetes,Designing,Logical,PG,DevOps Engineer
Java; Android,DevOps,Logical,Diploma,Android Developer
Statistics; Python,Cloud Computing,Social,Diploma,Data Scientist
React Native; JavaScript,DevOps,Analytical,PG,Mobile App Developer
Android Studio; Kotlin,App Development,Logical,PG,Android Developer
GCP; Cloud Architecture,Marketing,Logical,Diploma,Cloud Engineer
Statistics; Python,DevOps,Analytical,Diploma,Data Scientist
Android; Kotlin,Data Analysis,Analytical,UG,Android Developer
Linux; Bash; DevOps,Machine Learning,Social,PG,DevOps Engineer
AWS; Cloud,App Development,Creative,PG,Cloud Engineer
Java; Spring,Machine Learning,Creative,UG,Software Engineer
Linux; Bash; DevOps,Programming,Creative,PG,DevOps Engineer
Photoshop; Illustrator,Web Development,Creative,UG,UI/UX Designer
CI/CD; Jenkins,Mobile Development,Social,UG,DevOps Engineer
GCP; Cloud Architecture,Cloud Computing,Social,PG,Cloud Engineer
Docker; Kubernetes,App Development,Social,Diploma,DevOps Engineer
Linux; Bash; DevOps,Mobile Development,Analytical,PG,DevOps Engineer
Social Media Marketing,DevOps,Creative,UG,Digital Marketer
Docker; Kubernetes,Marketing,Analytical,UG,DevOps Engineer
PyTorch; Neural Networks,Data Analysis,Logical,PG,ML Engineer
Python; SQL; PowerBI,Machine Learning,Logical,Diploma,Data Scientist
Git; GitHub,Machine Learning,Social,UG,Software Engineer
Azure; Cloud Security,Programming,Analytical,Diploma,Cloud Engineer
Flutter; Dart,Designing,Social,PG,Mobile App Developer
Android Studio; Kotlin,DevOps,Social,Diploma,Android Developer
Social Media Marketing,App Development,Social,PG,Digital Marketer
HTML; CSS; JavaScript,App Development,Creative,UG,Web Developer
Android; Kotlin,Cloud Computing,Analytical,UG,Android Developer
Java; Spring,Programming,Social,UG,Software Engineer
Flutter; Dart,Marketing,Analytical,UG,Mobile App Developer
Python; ML Algorithms,App Development,Logical,PG,ML Engineer
HTML; CSS; JavaScript,Web Development,Creative,UG,Web Developer
Python; Pandas; NumPy,Mobile Development,Creative,UG,Data Scientist
Photoshop; Illustrator,Designing,Creative,Diploma,UI/UX Designer
Java; Android,DevOps,Logical,UG,Android Developer
Linux; Bash; DevOps,DevOps,Creative,UG,DevOps Engineer
MERN Stack,Web Development,Analytical,PG,Web Developer
Python; Pandas; NumPy,Cloud Computing,Logical,Diploma,Data Scientist
Canva; UI Design,App Development,Creative,Diploma,UI/UX Designer
Python; OOP,Web Development,Logical,Diploma,Software Engineer
Android Studio; Kotlin,Cloud Computing,Analytical,Diploma,Android Developer
Email Marketing; Branding,Marketing,Logical,UG,Digital Marketer
Android; Kotlin,Cloud Computing,Analytical,PG,Android Developer
Social Media Marketing,App Development,Analytical,PG,Digital Marketer
AWS; Cloud,Mobile Development,Creative,Diploma,Cloud Engineer
React; NodeJS,Programming,Creative,Diploma,Web Developer
Figma; Prototyping,App Development,Analytical,PG,UI/UX Designer
TensorFlow; Python,Programming,Logical,Diploma,ML Engineer
Android; Kotlin,App Development,Creative,PG,Android Developer
Deep Learning; Python,DevOps,Logical,UG,ML Engineer
SEO; Content Writing,Mobile Development,Social,Diploma,Digital Marketer
GCP; Cloud Architecture,Web Development,Social,Diploma,Cloud Engineer
Python; SQL; PowerBI,Machine Learning,Analytical,PG,Data Scientist
TensorFlow; Python,Data Analysis,Analytical,Diploma,ML Engineer
TensorFlow; Python,Cloud Computing,Social,UG,ML Engineer
HTML; CSS; JavaScript,DevOps,Analytical,PG,Web Developer
SEO; Content Writing,Programming,Logical,UG,Digital Marketer
SEO; Content Writing,Cloud Computing,Creative,UG,Digital Marketer
Android Studio; Kotlin,Data Analysis,Creative,Diploma,Android Developer
